timestamp,latitude,longitude,speed_kmh
2024-03-15T07:00:00,-27.5013734,151.0000117,3.5
2024-03-15T07:00:05,-27.5013942,151.000213,0.2
2024-03-15T07:00:10,-27.5012369,151.0000329,5.2
2024-03-15T07:00:15,-27.5008538,151.0005472,3.0
2024-03-15T07:00:20,-27.5011006,151.000553,3.6
2024-03-15T07:00:25,-27.5014865,151.0000481,5.7
2024-03-15T07:00:30,-27.5009028,151.0005726,3.3
2024-03-15T07:00:35,-27.5014236,151.0003351,1.6
2024-03-15T07:00:40,-27.5008898,151.0005251,0.9
2024-03-15T07:00:45,-27.5009694,151.0002768,0.4
2024-03-15T07:00:50,-27.5015343,151.0003261,5.0
2024-03-15T07:00:55,-27.5009583,151.0004266,2.3
2024-03-15T07:01:00,-27.50114,151.0004375,4.3
2024-03-15T07:01:05,-27.501047,151.0006432,2.7
2024-03-15T07:01:10,-27.5014815,151.0000841,2.7
2024-03-15T07:01:15,-27.5014611,151.0004881,3.6
2024-03-15T07:01:20,-27.5009867,151.0002226,1.3
2024-03-15T07:01:25,-27.5013596,150.9999634,1.7
2024-03-15T07:01:30,-27.5013162,151.000568,5.7
2024-03-15T07:01:35,-27.5014151,151.0005599,3.5
2024-03-15T07:01:40,-27.5013143,151.00017,0.8
2024-03-15T07:01:45,-27.500864,151.0000221,5.5
2024-03-15T07:01:50,-27.500986,151.0002531,4.3
2024-03-15T07:01:55,-27.5013353,151.000033,3.1
2024-03-15T07:02:00,-27.5014678,151.0001205,3.6
2024-03-15T07:02:05,-27.5010615,151.0002935,1.3
2024-03-15T07:02:10,-27.5013909,151.000436,5.3
2024-03-15T07:02:15,-27.5009781,151.000438,5.0
2024-03-15T07:02:20,-27.5012689,151.0000572,0.8
2024-03-15T07:02:25,-27.5011721,151.0004062,5.9
2024-03-15T07:02:30,-27.5012518,151.0004729,2.6
2024-03-15T07:02:35,-27.5015181,151.0000041,5.0
2024-03-15T07:02:40,-27.5008649,151.0005098,1.0
2024-03-15T07:02:45,-27.5012794,151.0001482,2.9
2024-03-15T07:02:50,-27.5009613,151.0005896,1.2
2024-03-15T07:02:55,-27.5013288,151.000321,1.6
2024-03-15T07:03:00,-27.5012673,150.9999587,3.9
2024-03-15T07:03:05,-27.5012933,151.0002821,1.5
2024-03-15T07:03:10,-27.5011346,151.0004405,3.3
2024-03-15T07:03:15,-27.5011275,151.0001123,2.3
2024-03-15T07:03:20,-27.5012572,151.0006052,1.4
2024-03-15T07:03:25,-27.5009054,151.000615,3.4
2024-03-15T07:03:30,-27.5009026,150.9999678,1.5
2024-03-15T07:03:35,-27.5011713,151.0003015,5.7
2024-03-15T07:03:40,-27.5008641,151.0004453,4.9
2024-03-15T07:03:45,-27.5013338,151.0003448,4.1
2024-03-15T07:03:50,-27.5015152,151.0001875,2.8
2024-03-15T07:03:55,-27.5010136,151.0006306,0.2
2024-03-15T07:04:00,-27.501147,151.0001623,3.9
2024-03-15T07:04:05,-27.5010824,151.0002774,1.5
2024-03-15T07:04:10,-27.5011668,151.0003009,22.6
2024-03-15T07:04:13,-27.5009283,151.0007547,38.3
2024-03-15T07:04:16,-27.5007242,151.0011455,39.9
2024-03-15T07:04:19,-27.5004676,151.0015782,36.1
2024-03-15T07:04:22,-27.5003868,151.0019865,33.1
2024-03-15T07:04:25,-27.5001376,151.0024371,22.4
2024-03-15T07:04:28,-27.4998139,151.0028122,28.3
2024-03-15T07:04:31,-27.4996487,151.0032506,22.6
2024-03-15T07:04:34,-27.4994539,151.0036734,23.3
2024-03-15T07:04:37,-27.4992739,151.0040212,26.6
2024-03-15T07:04:40,-27.4990326,151.0045091,29.7
2024-03-15T07:04:43,-27.4989288,151.0045253,32.8
2024-03-15T07:04:46,-27.4987708,151.0049801,27.0
2024-03-15T07:04:49,-27.4984377,151.0054573,32.0
2024-03-15T07:04:52,-27.4982267,151.0058873,32.6
2024-03-15T07:04:55,-27.4980334,151.0062471,26.2
2024-03-15T07:04:58,-27.4978095,151.0067264,29.9
2024-03-15T07:05:01,-27.4974582,151.0072216,36.9
2024-03-15T07:05:04,-27.4972813,151.0076789,29.7
2024-03-15T07:05:07,-27.4970219,151.0081346,31.4
2024-03-15T07:05:10,-27.496712,151.0085777,26.9
2024-03-15T07:05:13,-27.4964546,151.0090691,36.3
2024-03-15T07:05:16,-27.4964429,151.0089493,32.6
2024-03-15T07:05:19,-27.4962475,151.0094796,22.2
2024-03-15T07:05:22,-27.4960094,151.0098329,36.9
2024-03-15T07:05:25,-27.4957909,151.010333,39.5
2024-03-15T07:05:28,-27.4954744,151.0108158,24.1
2024-03-15T07:05:31,-27.49525,151.0112607,38.7
2024-03-15T07:05:34,-27.4950533,151.011648,36.7
2024-03-15T07:05:37,-27.4946798,151.0121901,24.1
2024-03-15T07:05:40,-27.4945414,151.0126429,37.6
2024-03-15T07:05:43,-27.494194,151.0131036,23.6
2024-03-15T07:05:46,-27.493973,151.0135646,33.2
2024-03-15T07:05:49,-27.4939886,151.0135586,35.7
2024-03-15T07:05:52,-27.4937115,151.0139418,36.1
2024-03-15T07:05:55,-27.4935393,151.0143999,32.7
2024-03-15T07:05:58,-27.4932889,151.0147984,29.6
2024-03-15T07:06:01,-27.4930542,151.015344,34.3
2024-03-15T07:06:04,-27.492791,151.0157095,23.6
2024-03-15T07:06:07,-27.4924527,151.016272,29.2
2024-03-15T07:06:10,-27.4922599,151.0165935,23.9
2024-03-15T07:06:13,-27.4919488,151.0170637,30.1
2024-03-15T07:06:16,-27.4917361,151.0175297,35.0
2024-03-15T07:06:19,-27.4915307,151.0179598,39.3
2024-03-15T07:06:22,-27.4914605,151.0179325,37.5
2024-03-15T07:06:25,-27.4912974,151.0184111,27.9
2024-03-15T07:06:28,-27.4909368,151.0189257,30.3
2024-03-15T07:06:31,-27.4908176,151.0193627,29.9
2024-03-15T07:06:34,-27.4904409,151.0196911,34.5
2024-03-15T07:06:37,-27.4903113,151.0202354,27.0
2024-03-15T07:06:40,-27.4900362,151.020694,34.5
2024-03-15T07:06:43,-27.4898159,151.0211282,25.2
2024-03-15T07:06:46,-27.4895392,151.0215556,25.2
2024-03-15T07:06:49,-27.4892667,151.0220322,35.7
2024-03-15T07:06:52,-27.4890086,151.0224021,34.9
2024-03-15T07:06:55,-27.4890456,151.0223343,31.2
2024-03-15T07:06:58,-27.4887058,151.022914,26.2
2024-03-15T07:07:01,-27.4884774,151.0233367,32.5
2024-03-15T07:07:04,-27.4882243,151.0237844,39.1
2024-03-15T07:07:07,-27.4878957,151.0241822,40.0
2024-03-15T07:07:10,-27.4876731,151.024556,35.8
2024-03-15T07:07:13,-27.4873727,151.0249785,23.4
2024-03-15T07:07:16,-27.4870787,151.0255357,33.6
2024-03-15T07:07:19,-27.4867995,151.0259125,35.6
2024-03-15T07:07:22,-27.4866259,151.0263066,28.8
2024-03-15T07:07:25,-27.4862983,151.0267659,26.0
2024-03-15T07:07:28,-27.486369,151.0267305,35.7
2024-03-15T07:07:31,-27.4860417,151.0270958,30.0
2024-03-15T07:07:34,-27.4856905,151.0273839,31.8
2024-03-15T07:07:37,-27.4854039,151.0276641,32.8
2024-03-15T07:07:40,-27.4852313,151.0280028,25.7
2024-03-15T07:07:43,-27.4849039,151.0282649,39.9
2024-03-15T07:07:46,-27.4846327,151.0286409,39.9
2024-03-15T07:07:49,-27.4843307,151.0289488,27.1
2024-03-15T07:07:52,-27.4840763,151.0292591,32.6
2024-03-15T07:07:55,-27.4838213,151.029507,27.5
2024-03-15T07:07:58,-27.4834285,151.0297766,24.3
2024-03-15T07:08:01,-27.483469,151.0298446,39.8
2024-03-15T07:08:04,-27.4831216,151.0299649,25.2
2024-03-15T07:08:07,-27.4827135,151.0300653,28.5
2024-03-15T07:08:10,-27.4823319,151.0302724,34.3
2024-03-15T07:08:13,-27.482051,151.0303767,24.8
2024-03-15T07:08:16,-27.4817026,151.0304325,35.3
2024-03-15T07:08:19,-27.4813253,151.0306849,30.6
2024-03-15T07:08:22,-27.480888,151.0308112,24.2
2024-03-15T07:08:25,-27.4806077,151.0309284,35.1
2024-03-15T07:08:28,-27.4801166,151.0310352,28.9
2024-03-15T07:08:31,-27.479726,151.0311678,36.2
2024-03-15T07:08:34,-27.4800013,151.0314985,2.1
2024-03-15T07:08:39,-27.4799271,151.0310511,6.1
2024-03-15T07:08:44,-27.4795994,151.031058,4.6
2024-03-15T07:08:49,-27.4798905,151.0308984,0.3
2024-03-15T07:08:54,-27.4795339,151.0312164,3.2
2024-03-15T07:08:59,-27.4795173,151.0311253,6.0
2024-03-15T07:09:04,-27.4800591,151.0311449,3.4
2024-03-15T07:09:09,-27.4800166,151.0314793,2.1
2024-03-15T07:09:14,-27.4794526,151.0310871,4.2
2024-03-15T07:09:19,-27.4800782,151.030896,5.6
2024-03-15T07:09:24,-27.4800602,151.0314701,5.1
2024-03-15T07:09:29,-27.4796973,151.0311375,1.7
2024-03-15T07:09:34,-27.4801117,151.0310806,5.4
2024-03-15T07:09:39,-27.4798472,151.0309677,0.5
2024-03-15T07:09:44,-27.4797596,151.0312493,2.4
2024-03-15T07:09:49,-27.4801066,151.0314567,0.5
2024-03-15T07:09:54,-27.4794669,151.0313511,6.2
2024-03-15T07:09:59,-27.4796077,151.031026,4.0
2024-03-15T07:10:04,-27.4800604,151.0312393,4.4
2024-03-15T07:10:09,-27.4796685,151.0311715,1.4
2024-03-15T07:10:14,-27.4797218,151.0312592,6.3
2024-03-15T07:10:19,-27.4795065,151.0310686,0.6
2024-03-15T07:10:24,-27.479814,151.0314512,6.2
2024-03-15T07:10:29,-27.4797169,151.0312691,2.4
2024-03-15T07:10:34,-27.4796072,151.0314168,5.4
2024-03-15T07:10:39,-27.479625,151.0310893,3.2
2024-03-15T07:10:44,-27.4796609,151.0311145,2.5
2024-03-15T07:10:49,-27.4800249,151.0314511,3.5
2024-03-15T07:10:54,-27.4799097,151.0311298,2.4
2024-03-15T07:10:59,-27.4797647,151.0315226,2.5
2024-03-15T07:11:04,-27.4797906,151.0310561,4.4
2024-03-15T07:11:09,-27.4798746,151.0312008,1.0
2024-03-15T07:11:14,-27.4799934,151.0312927,7.0
2024-03-15T07:11:19,-27.4800339,151.0313324,6.2
2024-03-15T07:11:24,-27.4797224,151.0311341,4.2
2024-03-15T07:11:29,-27.4798686,151.0313759,3.8
2024-03-15T07:11:34,-27.4799807,151.031258,6.4
2024-03-15T07:11:39,-27.4801449,151.0313018,0.8
2024-03-15T07:11:44,-27.4796403,151.0309388,4.9
2024-03-15T07:11:49,-27.4795042,151.0310227,5.9
2024-03-15T07:11:54,-27.479985,151.0314858,1.6
2024-03-15T07:11:59,-27.4800592,151.0313572,3.2
2024-03-15T07:12:04,-27.4798343,151.0309524,6.8
2024-03-15T07:12:09,-27.4800606,151.0310813,5.2
2024-03-15T07:12:14,-27.4795116,151.0315474,2.2
2024-03-15T07:12:19,-27.4795945,151.0310575,42.3
2024-03-15T07:12:21.500000,-27.4799618,151.0309805,38.4
2024-03-15T07:12:24,-27.4803838,151.0307115,39.0
2024-03-15T07:12:26.500000,-27.4807966,151.0306805,31.3
2024-03-15T07:12:29,-27.4810881,151.0305268,31.9
2024-03-15T07:12:31.500000,-27.4814786,151.0304004,39.6
2024-03-15T07:12:34,-27.4818229,151.0302035,40.6
2024-03-15T07:12:36.500000,-27.4822332,151.030029,48.5
2024-03-15T07:12:39,-27.48256,151.0299043,47.3
2024-03-15T07:12:41.500000,-27.4829419,151.0298257,40.0
2024-03-15T07:12:44,-27.4833515,151.0296294,45.7
2024-03-15T07:12:46.500000,-27.4833854,151.0296003,49.8
2024-03-15T07:12:49,-27.4836816,151.0293148,42.4
2024-03-15T07:12:51.500000,-27.4839053,151.0290552,46.8
2024-03-15T07:12:54,-27.4842469,151.0287251,33.0
2024-03-15T07:12:56.500000,-27.4844763,151.0284602,40.0
2024-03-15T07:12:59,-27.4847143,151.0281482,40.6
2024-03-15T07:13:01.500000,-27.4850377,151.0278339,44.8
